review_id,snippet_pt,review_creation_date,snippet_en
c886953a0431b9174da8e4778c3046fb,"Recebi tudo certo e chegou no prazo correto, recomendo.",2018-03-22,"I received everything right and it arrived on time, I recommend it."
f10f0d1fc381416ef05460708b593bc9,"Mandaram o relógio, ao chegar observei que estava parado.
Conclusão :
Mandaram produto quebrado.
",2018-08-22,"They sent the watch, when it arrived I noticed that it was stopped.
Conclusion :
They sent a broken product."
8b944680b637d6d6c61601f95f0edc0e,"Ainda não recebi meu produto, kit maternidade, o que preciso receber com urgêncica, pois estou para dar a luz a qualquer momento. Sempre compro pelo baratheon e nunca antes tive problemas com o prazo.",2017-05-13,"I still haven't received my product, maternity kit, which I need to receive urgently, as I'm about to give birth at any moment. I always buy through baratheon and I've never had problems with deadlines."
a184b06161cb52fa8d919efcc8f86ec3,"Sempre comprei na América e estou bem satisfeito com os serviços prestados, entrega antes do prazo , e sem nenhum defeito",2018-02-03,"I have always bought in America and I am very satisfied with the services provided, delivery on time, and without any defect."
10460eaad2a97e45e5735e7058d778b3,"produto com aparência de usado, tinta da logo gasta e com alguns arranhões, não tente economizar 5 reais comprando por essa loja.",2018-03-29,"used-looking product, worn logo paint and with some scratches, don't try to save 5 reais buying from this store."
99e564ca327372a458779d2b37885a5d,Trabalhem para reduzir o prazo de entrega. Não sei se compraria novamente através do site.,2017-04-14,Work to reduce the lead time. I don't know if I would buy again through the website.
cd3cc31e42ff0a04c8c74a05d57855d5,Recomendo o produto muito bem feito show ,2018-06-30,I recommend the product very well done show
6fff66aab8705500d7d095fc574ced5a,"NAO RECOMENDARIA A targaryen POREM A AMERICANA, CONTINUO INDICANDO",2017-11-02,"I WOULD NOT RECOMMEND THE TARGARYEN BUT THE AMERICAN, I CONTINUE TO INDICATE"
78c77f5dcfcc0a3723c66d5af42387ea,"Maravilhoso,minha filha adorou!",2018-02-08,"Wonderful, my daughter loved it!"
726eac6355a8e7d3b48992b7b94306e0,Chegou antes do prazo marcado.,2018-02-21,It arrived before the scheduled time.
6da036905bd1d6513f0c9bfac88c0673,"Nunca tive problemas com stark.com, mas infelizmente dessa vez errou mesmo. Pedi uma mangueira de entrada de água e recebi uma mangueira de saída. ",2017-06-29,"I never had any problems with stark.com, but unfortunately this time it really did. I ordered a water inlet hose and received an outlet hose."
37023b414a52d5fa31a739dec80aabcb,gostei muito!,2018-03-14,I really liked!
d0517d82a887cfa4d60bbd1790ec563b,"Fiz a compra de 2 conjuntos, e apesar de constar na nota fiscal os 2, somente 1 conjunto foi enviado no pacote. Quero meu outro conjunto. ",2018-07-29,"I purchased 2 sets, and despite the invoice showing 2, only 1 set was sent in the package. I want my other set."
3260e0b3b6cf9b9e8956ff89cc08a189,Recebi apenas um produto de dois que comprei e este veio com vários defeitos demonstrando ser um produto de baixa qualidade ,2017-10-21,I only received one product out of two that I bought and this one came with several defects proving to be a low quality product
98272cc7e9dd4d8776f34247a3f07449,Qualidade do produto é ruim. ,2018-04-21,Product quality is bad.
d6f23b582e96d3517b3cb03592eaf29b,superou minha expecyativa,2018-08-14,exceeded my expectation
9bf8026358e58bc72aa495b9f81d5271,"Produto entregue corretamente e dentro do prazo. As tampas não são firmes, mas no geral é um b",2018-01-30,Product delivered correctly and on time. The lids aren't tight but overall it's a b
5bd6c0161a8f119fb77508e648ae7068,"PRODUTO BONITO, MAS ACHO QUE DEVERIA TER VINDO NUMA CAIXA ADEQUADA P RELOGIO.",2018-06-21,"BEAUTIFUL PRODUCT, BUT I THINK IT SHOULD HAVE COME IN A PROPER WATCH BOX."
abcb53e34082fba2e2701f9ba2f09706,"Comprei e em seguida vi que nao era o cassete com 10v, cancelei em menos de 15 minutos após a compra e mesmo assim enviaram o produto",2018-01-17,"I bought it and then I saw that it was not the 10v cassette, I canceled it in less than 15 minutes after the purchase and even so they sent the product"
964536484513ff51faa34e0bb5332744,"O produto que veio não é o que eu comprei, inclusive a nota fiscal veio em nome de outra pessoa, e não consigo contato para resolver o problema",2018-08-30,"The product that came is not the one I bought, including the invoice came in someone else's name, and I can't get in touch to solve the problem"
85663a4a15dbd65543f0ba2311421aee,"o meu pedido estava para ser entregue até 15/08/2018, mas até agora não recebi.",2018-08-17,"my order was to be delivered by 08/15/2018, but until now I have not received it."
443e4df7ae803676253915bf703d119d,"Já paguei e ainda não recebo o perfume.
Não enviaram nem a nota fiscal. 
Gostaria de saber quando vão ser entregue 
Aguardo
Obrigada ",2018-01-27,"I already paid and still haven't received the perfume.
They didn't even send the invoice.
I would like to know when they will be delivered
I wait
Thanks"
55db7ce9dbdf83f96111351e34c89259,"As pessoas não conseguem contato. Inclusive estou indo atrás dos meus direitos como consumidor e por estar me sentindo lesado. A pessoa a qual comprei a mochila, está levando com saco plástico.",2018-02-28,People can't get in touch. I'm even going after my rights as a consumer and because I'm feeling aggrieved. The person I bought the backpack from is taking it with a plastic bag.
18d759f63813bd811bd7dc14cf5fcaf1,"Faz um mês que espero e ainda não chegou,preciso saber se vai chegar ou quero meu valor pago de volta!",2018-03-25,"I've been waiting for a month and it still hasn't arrived, I need to know if it will arrive or I want my amount paid back!"
17294ce926f77bb6992d94e9801742d0,A Ducha chegou sem o desviador que consta na foto. Já reclamei no SAC da KDT emissor da Nota Fiscal no dia 07/03/2018 e ate o momento nada foi resolvido. Favor tomar providencias.,2018-03-08,The shower arrived without the diverter shown in the photo. I have already complained to the KDT SAC that issued the Invoice on 03/07/2018 and so far nothing has been resolved. Please take action.
07baff5ff2bc9e35a498103833c4f957,Recebi antes do prazo estipulado e superou as expectativas.,2017-08-29,Received ahead of schedule and exceeded expectations.
858fab56a905d392dbefe077112311d7,"Produto chegou antes do prazo, muito bonita. Atende minhas necessidades.",2018-06-04,"Product arrived ahead of schedule, very beautiful. Meets my needs."
906a2caf091db99666e7c94094365d68,"Efetuado a compra dia 16/02 aprovado dia 20/02, emitido a nota 22/02 mto tempo para processo de analise e envio e ate o dia 08/03 não recebi o produto",2018-03-08,"The purchase was made on 02/16, approved on 02/20, the note was issued on 02/22, a long time for the analysis and shipping process and until 03/08 I did not receive the product"
6d6af5fc6dc6f0365960d3b32adb962e,"Cortina igual a da foto, ficou linda na minha sala, entrega rápida, recomendo! ",2018-05-25,"Curtain just like the photo, it looks beautiful in my living room, fast delivery, I recommend!"
310a030436b45c97d4504b3efe4599f0,Superou minhas expectativas!!!,2018-06-21,Exceeded my expectations!!!
9f1d20aad4ae53400ba6ec5a741f1e63,"Tudo pago, produto e frete e não chegou nada ",2018-05-05,"All paid, product and shipping and nothing arrived"
c3d03d375a3169a02f2e54f0433d4e1b,O produto veio errado preciso devolver já entrei em contato mas até agora obtive nenhum retorno,2018-05-16,The product came wrong I need to return it I already contacted but so far I got no response
76e35ad34064a1ef546b3c114e55c05f,"Fiz uma compra de uma Cortina Jade Quarto e Sala 2,00m x 1,70m para Varão Simples no começo de dezembro e ate agora não recebi o produto sendo q estava previsto para chegar ate o dia 
28/12.",2017-12-30,"I made the purchase of a Jade Curtain Bedroom and Living Room 2.00m x 1.70m for Varão Simples at the beginning of December and until now I have not received the product and it was expected to arrive until the day
12/28."
5599921531c9a66727253ba52529c696,"Excelente produto, muito bem feito. ",2018-01-10,"Excellent product, very well made."
c01d2cb91f0782540895c8feb7dd1025,Ainda não recebo e não sei o motivo,2017-05-14,I still haven't received it and I don't know why
def421df8f5ebc8afc5b1f88799903df,"o produto veio levemente avariado, provavelmente por pressão na embalagem durante a remessa.
Mas está funcionando normalmente.",2018-05-08,"the product came slightly damaged, probably due to pressure on the packaging during shipment.
But it is working normally."
b373101437627ce7029f814f490b8f5d,"Prezados minha encomenda era do produto waterpik 110 v e foi entregue o produto em 220 v. Como procedo a troca ? 
Atenciosamente
Flavio",2018-02-26,"Dear, my order was for the product waterpik 110 v and the product was delivered in 220 v. How do I exchange?
Yours sincerely
Flavio"
90ecd786d94bf6d747441e6a0866c994,"Gostei muito do produto e a entrega foi super rápida. 
Após a compra só demorou 5 dias para chegar.
Recomendo ",2017-04-14,"I really like the product and the delivery was super fast.
After purchase it only took 5 days to arrive.
I recommend"
6847d4b8f1f25365738593eba9f37d58,"Adorei meu produto chegou antes do prazo, certinho.
Obrigada",2018-02-24,"I loved my product arrived before the deadline, right.
Thanks"
d379ecd01a6cc6a002063501ba5b0381,"Compra tranquila, produto entregue no prazo estimado.",2018-01-09,"Easy purchase, product delivered within the estimated time."
4818f589df711221d4c8558f5b3ab123,Muito bom compra com VCS minha patroa tá impolgada,2018-08-10,Very good purchase with VCS my boss is excited
1b4fbab18e1760970c6b088888b5c301,"Bom quanto ao produto nao posso opinar Porque ainda não o recebi, comprei para dar de presente mas ja estou me arrependendo. targaryeni parceiro lannister não recomendo 1 estrela porque nao pode se menos",2018-03-03,"Good about the product, I can't comment because I haven't received it yet, I bought it as a gift but I'm already regretting it. targaryeni partner lannister I do not recommend 1 star because it cannot be less"
7391b51341af641c9b52c37b2085aaa0,Atingiu as minhas expectativas,2017-08-31,Reached my expectations
fbd9cc5a7770c84243e9701ac9ac2309,Demorando muito a entrega,2017-03-16,Taking too long to deliver
172f7b6d686d828fde80e96705961576,"Bom dia, meu nome é Ana Paula Amancio, e ainda não recebi meu produto,. Peço que me dê uma posição , pois já faz muito tempo que comprei. Sei que devido a greve dos caminhoneiros tudo estava parado.",2018-05-31,"Good morning, my name is Ana Paula Amancio, and I still haven't received my product. I ask you to give me a position, because it's been a long time since I bought it. I know that due to the truckers' strike everything wa"
ddae7d6edb49bbb2029d7cb56fc7a1b1,"So fiquei um pouquinho chateada porque o nome impresso ma caneca veio falhadinho... mas era pro meu marido e ele disse que tudo bem daquele jeito.. mas no geral, tudo otimo!",2018-03-02,"I was just a little upset because the name printed on the mug came out wrong... but it was for my husband and he said it was fine like that... but overall, everything was great!"
fdbb53b52d6cb0ec569424e96f7bfd03,Gostei muito do produto. Chegou bem embalado e dentro do prazo. ,2017-12-12,I really liked the product. It arrived well packaged and on time.
b212b7df25b4bd6fdc43df8e43c6ed3c,Gostei chegou no prazo e o atendimento fui ótimo recomendo ,2016-11-30,"I liked it, it arrived on time and the service was great, I recommend it"
a9b10435908c7bd5311470c5f9ebd303,Bom produto e chegou dentro do prazo!,2018-07-10,Good product and arrived on time!
0090df4745ad9291c59dce29d4277f6f,"Gastei muito

",2018-08-25,I spent a lot
352e892c2c5c553fe535365e038b4315,Ainda não recebi o meu produto o prazo de entrega era até 23/03 e até agora não chegou.,2018-03-25,I still haven't received my product the delivery deadline was until 23/03 and until now it hasn't arrived.
8f1bc7699efc1994c0e44b089b8564e2,otimo produto muito bonito,2018-05-17,great product very beautiful
38f3a1a20efab89bf998be80efea6a11,Muito bom o produto,2018-05-18,The product is very good
c3a3e991eaf0805592aa797a14d191cd,"Não cancelaram meu pedido na data certa, agora tenho que levar no correio",2018-02-01,"They didn't cancel my order on the right date, now I have to take it to the post office"
c6b750dbcb6316cae8bdf36d48548f5d,ainda não chegou,2017-04-06,it did not arrive yet
2d252afef013ea5392e79df6173acc9b,"relógio não tem caixa ? veio muito bem embalado, mas sem caixa ?",2017-09-20,"watch has no box came very well packaged, but no box?"
abd41883b42247d56967cfebfa2c831a,recomendo a todos os usuarios do site pois tudo foi conforme o combinado.,2016-10-19,I recommend it to all users of the site because everything was as agreed.
a5c2b3a91987ef38d4cfde957fa54abe,Bem acabado e tamanho ideal...vale a pena ,2017-12-22,Well finished and ideal size...it's worth it
06989f811e58fb44a3e9674907404c6a,"entrega rapida, produto bom",2018-05-15,"fast delivery, good product"
cac32b3fc26f657524fe812fc4ede941,"Recebi a película e ela veio toda lacrada, porém no momento de colocá-la estava com problemas, riscos na tela e falta de cola em torno, ou seja, produto de má qualidade. ",2018-06-19,"I received the film and it came completely sealed, but when I put it on it had problems, scratches on the screen and lack of glue around it, that is, a poor quality product."
45d8898242e2cdcc3d99f428990c3d9b,Nao recebi os produtos,2018-08-11,I didn't receive the products
1334b45dd88a051e84438b5f613e3fb7,O produto chegou bem antes do prazo informado.,2018-04-28,The product arrived well before the stated date.
2c20d0b1c7568a3269b0f563d6885f78,Quadros lindos e de boa qualidade.,2018-08-09,Beautiful and good quality frames.
fb438ee1afd42dc7a34710a4d343917b,"Comprei dois produtos no mesmo dia, sexta-feira de black friday, no início de dezembro. O jogo de panelas tramontina chegou dentro do prazo, que era até o dia 11-12, mas a pipoqueira ainda não chegou.",2017-12-17,"I bought two products on the same day, Black Friday, at the beginning of December. The Tramontina cookware set arrived within the deadline, which was until the 11-12th, but the popcorn maker still hasn't arrived."
66e688d05159fa71e67bc8f25f8fcbc9,Super recomendo!! O produto foi entregue antes do prazo da entrega!!! Produto igual o da descrição!!!,2018-02-23,I highly recommend!! The product was delivered before the delivery date!!! Product equal to the description!!!
1b19ba9b540b65eb4b93b5f2ccc5f942,Meu produto constar que foi entregue mais não chegou nada na minha casa e hoje de manhã eu liguei na central da lannister pra saber o que aconteceu e atendente? mim informou pra ey esperar até terça ,2018-05-05,My product says it was delivered but nothing arrived at my house and this morning I called the Lannister center to find out what happened and the attendant? he informed me to wait until tuesday
184624cc6d1ae9abca44e32eea7a2e17,"produto foi entregue de acordo com a compra, antes do prazo informado, muito satisfeita.",2017-05-30,"product was delivered according to the purchase, before the deadline informed, very satisfied."
17f34c75bfc043fd20c694bd96501ead,"Linda.
Entregue no prazo
Material excelente.
Recomendo.",2018-04-07,"Beautiful.
delivered on time
Excellent stuff.
I recommend."
b79e2062336939a92607ff7770b6987f,"Muito satisfeito com a compra e a entrega. Produto entregue no prazo certo, super bem embalado e protegido. Parabéns pelo trabalho e seriedade.",2018-01-25,"Very satisfied with the purchase and delivery. Product delivered on time, super well packed and protected. Congratulations on the work and seriousness."
ac856f7beef2d24b61257d0c2ef26ae7,É couro sintético!!,2018-08-30,It's faux leather!!
733f3465e8e7c924254604f06ec3df4a,"Produto de acordo com as descrições da oferta, recomendo.",2018-02-06,"Product according to the descriptions of the offer, I recommend."
9ae0f8dae0c025393459e73aaf1df584,"O serviço prestado e de grande confiança, porém ainda aguardo a resposta para solucionar o problema que o produto apresentou .
Espero que a mesma mostre eficiência na solução do problema. ",2017-08-24,"The service provided is very reliable, but I am still waiting for the answer to solve the problem that the product presented.
I hope it shows efficiency in solving the problem."
35575eb5d1d4a7f078260d6acebbf3c6,"Produto bom, idêntico ao da foto, entregue bem antes do prazo. Tudo a contento.",2018-06-08,"Good product, identical to the photo, delivered well before the deadline. Everything happy."
a1f4aa512d4934c616b174ed6239dc61,Agilidade na entrega!,2017-08-25,Delivery speed!
8672a30c567f4286320abb476565e154,Produto não entregue e sem dar satisfação ao cliente.,2018-08-12,Product not delivered and without giving customer satisfaction.
46e8bd0fbd1ce7c4d52e266e58a5057d,Produto chegou certinho e é lindo!,2018-04-06,Product arrived safely and it's beautiful!
1278c8af9a442c6b48b8b5c42ec88aa3,"Quanto a entrega , tudo bem . Mas o perfume não gostei , muito fraco. Fragrância muito diferente das opiniões que li na internet . ",2018-06-14,"As for delivery, it's fine. But the perfume did not like, very weak. Fragrance very different from the opinions I read on the internet."
6f4f5126dab7c1122bb3902c04299e13,nao recebi o produto,2018-03-18,I didn't receive the product
bcadbf5f6c8930dce984a9bce681f00f,Recebi o produto antes do prazo,2018-04-18,I received the product before the deadline
32afbe65dd88b45dc9fab3d45346e3ed,"lannister e um site , confiável produtos de otima qualidade ,super indico. ",2018-03-07,"lannister is a site, reliable products of great quality, super recommend."
cb672f786b4ba16b55a0a56529bacea9,Excelente loja! Entrega tudo no prazo.,2018-05-15,Excellent store! Deliver everything on time.
4d52416b4a8968b2533f70c09b4f5ac6,Só não entendi porque tive que retirar na agencia dos correios.,2017-07-01,I just didn't understand why I had to pick it up at the post office.
bb60ab3cfc75a214bde519e7933f0d68,"Foi enviado produto Diferente daquele do anúncio. Solicitei devolver o produto e receber o valor pago, porém ainda não tive resposta. Espero resolver este desagradável problema de forma consensual.",2018-06-27,"Product different from the one in the ad was sent. I requested to return the product and receive the amount paid, but I still have not had a response. I hope to solve this unpleasant problem in a consensual way."
4e4c54fe8aaf14045683a6b3bd97f351,"Como se trata de um metal precioso, vou só pedir para um especialista confirmar se é prata, mesmo.
Obg",2018-01-08,"As it's a precious metal, I'll just ask an expert to confirm if it's really silver.
Thanks"
45d042517e196746c0cb856f48414154,Bom atendimento e previsão de entrega cumprido. ,2018-05-05,Good service and delivery forecast met.
63e944bb35d2c90e4cefef3d5e855da6,"Fazem entrega em horário comercial. Nesse período, estamos trabalhando para pagar o que encomendamos ",2018-02-25,They deliver during business hours. In this period we are working to pay what we ordered
e08ac0b6ac991fb706fac167b59ac898,"O produto veio em ótimas condições e antes do prazo estipulado, porém o único mal entendido é que no anuncio ele era Branco mas, veio na cor preta. ",2017-03-29,"The product came in great condition and before the stipulated deadline, but the only misunderstanding is that in the ad it was White but it came in black."
ab124d7374c19efd308e74e2e672fbbb,"Péssima experiência, nunca mais comprarei por esse site. ",2017-09-22,"Bad experience, I will never buy from this site again."
9ca5de8784e79d34283e0fdfe9531cce,"O Produto veio avariado. A caixa do mesmo muito amassada, com alguns rasgos e cheia de fita adesiva. E o produto veio sem uma das rodas. Já mandei vários e-mails para a stark e não tive retorno...",2017-09-30,"The Product came damaged. The box is very crumpled, with some tears and full of adhesive tape. And the product came without one of the wheels. I've sent several emails to stark and I've had no response..."
4449598e549875432d742233d513b04f,"Efetuei a compra, tudo normal. mas quando já estava perto da entrega, colocaram que o produto estava indisponível.",2017-07-30,"I made the purchase, everything normal. but when it was already close to delivery, they put that the product was unavailable."
261eb4993e5795886f2cff2a1ef0e863,Comprei 3 itens... recebi apenas 2... e a loja não responde meus contatos...,2017-11-14,I bought 3 items... I only received 2... and the store does not respond to my contacts...
e3bbc8ce49b42ab97f23ce87020088e7,Recebi o littman de cor errada,2018-04-06,I received the wrong color littman
2e526fde749f013a6a4d320dd4e7f2d8,"Comprei um kit com 2 pomadas e recebi apenas uma, Já enviei mensagem e não obtive resposta. Completa falta de respeito.",2018-08-30,"I bought a kit with 2 ointments and received only one, I already sent a message and got no response. Complete lack of respect."
7cf61e71deaebff9bc8cb56aa8748364,"Produto conforme anunciado, porém entrega muito demorada, comprei para o dia das mães e chegou depois.",2017-05-17,"Product as advertised, but very slow delivery, I bought it for mother's day and it arrived later."
5049a2121084e22d9a3b9717fd08fd99,Preciso de uma posição pois não recebi o mesmo.,2017-12-20,I need a position because I did not receive the same.
ffe020ecadb3957fec4ecb37514df336,Muito bom esse produto,2017-05-17,Very good this product
56f37c2e9b41c4e27a2b05833be3396c,"entrega no prazo ,bom produto",2017-10-06,"delivery on time, good product"
f53db4a32ab36dee7c7401fb546e0077,Recebi o produto conforme o especificado no site.Super satisfeito!,2018-05-02,I received the product as specified on the site. Super satisfied!
909bc973705370018ca28b5c3323cb1b,não recebi o produto. estou pagando por algo que não recebi. Absurdo. desrespeito com o consumidor.,2018-01-07,I didn't receive the product. I'm paying for something I didn't receive. Absurd. disrespect for the consumer.
a1074ef6728469383f2a8bf58fd98e51,Atraso na entrega,2018-02-24,Delivery delay
9c3c3ececc0b00e60603367eeb10f8aa,Estou satisfeita ,2017-07-05,I am satisfied
5cd5398fb2de4f97d0ba8c23ae41cf2c,"Produto excelente, entregue antes do prazo... recomendo!!",2017-06-07,"Excellent product, delivered before the deadline... I recommend!!"
81db7f0795b7127999e38cf3cd08098b,Quando o produto chegou percebi que não era combativel com windows 10. Estou ha 4 dias tentando falar com o SAC para saber o procedimento para trocar por um outro do proprio site da lannister.,2017-10-06,When the product arrived I realized that it was not compatible with Windows 10. I've been trying to talk to the SAC for 4 days to find out the procedure to exchange it for another one from the Lannister website.
e08cf2c93af13c6e5575594d75ac296e,paguei o frete e tive que ir buscar do outro do mundo errado tem que entrega em casa,2017-09-12,"I paid for shipping and had to pick it up from the wrong world, it has to be delivered at home"
0fbd9f4d0a5e97f11bfad30f91354689,"Veio apenas 1 travesseiro e comprei 2. Na nota veio como 2 produtos, mas não recebi. Liguei na empresa e me disseram que ainda irei receber o outro e até agora não recebi. Estou aguardando. ",2018-01-23,"Only 1 pillow came and I bought 2. In the note it came as 2 products, but I didn't receive it. I called the company and they told me that I will still receive the other one and so far I have not received it. I am waiting"
84dbddcea45a1134640eec4e9c849d96,"Das cinco cadeiras que comprei chegaram somente duas com acabamento em tecido, o pedido foi feito com acabamento em corino...
",2018-02-22,"Of the five chairs I bought, only two arrived with a fabric finish, the order was made with a leatherette finish..."
11d6205df77a9b66a7fa6aa92a687f91,"Cancelei a compra e mesmo assim me entregaram produto e ainda entregaram outro modelo.
Fico no aguardo para devolução do produto sem custo.

Att.",2018-01-06,"I canceled the purchase and even so they delivered the product to me and they even delivered another model.
I look forward to returning the product free of charge.

Att."
effbb7dcdf3065eabbfb7e717b7472e0,Ainda não entregaram o produto e no site diz que a entrega foi realizada.,2018-02-03,They still haven't delivered the product and on the website it says delivery has been made.
fb49d19e780af4653c0a6152411c1b01,Produto chegou corretamente.,2018-04-19,Product arrived correctly.
f6934bff5bd34495be66886afe820250,"A entrega foi muito rápida, em dois dias! Chegou na caixinha , direitinho.",2017-10-20,"Delivery was very fast, in two days! It arrived in the box, straight."
9be44128eec1df8e9a74a8283eb749d2,"Muito Bom atendimento, e cumprimento do prazo",2017-03-12,Very good service and on time delivery
f68a021058cfe62dba8613a8a7365c5d,Ótimo vendedor e produto perfeito.,2017-10-27,Great seller and perfect product.
8de85b915059eb6058192805e5ec3d6f,"Colei o espelho na parede 
A cola e pessima, nao foi passado orientacao para comprar uma fita adesiva melhor
Ele descolou com tempo caiu e quebrou a ponta",2017-08-13,"I glued the mirror to the wall
The glue is terrible, no guidance was given to buy a better adhesive tape
It took off with time, fell and broke the tip"
66ee705809e0b18dd051d8ad86df5972,não foi entregue em casa tive que buscar no correio,2018-01-23,it was not delivered at home i had to pick it up at the post office
07f56dddf2370fd5663d8bc9bc14cc73,Produto entregue no prazo e sem problemas.,2018-05-05,Product delivered on time and without problems.
34b882ab5dcb12d49e4357387fa7bc71,"Consta que meu pedido foi entregue dia 20/12, e não foi, gostaria de saber o que vocês vão fazer agora. No aguardo",2017-12-20,"It appears that my order was delivered on 12/20, and it was not, I would like to know what you are going to do now. Awaiting"
92490fc7dfcfd1df3965634767cffc3f,O produto veio exatamente como no anúncio gostei muito obrigada,2018-06-29,The product came exactly as in the ad I liked it thank you very much
ad643ac0f211566061c0f5a39d403a51,"Não foi entregue no prazo estimado!!! 
",2018-08-23,It was not delivered in the estimated time!!!
e0ab7dc45ba5e461bf3e448cedacf51b,"Comprei o produto para presentear meu namorado, chegou antes do prazo e é realmente lindo! Recomendo a loja com certeza!",2017-07-12,"I bought the product as a gift for my boyfriend, it arrived before the deadline and it is really beautiful! I definitely recommend the store!"
72af421674b4c8b56f086ee2cfb5fbc3,"COMPREI 4 FRASCOS MODER E VEIO SO 1 COMBRANDO O VALOR DE 4.
INJUSTOS SE NAO ME DER SATISFAÇÃO VOU CANCELAR A COMPRA NO CARTAO FRAUDE AMERICANA",2017-10-08,"I BUY 4 MODER BOTTLES AND ONLY 1 CAME CHARGING THE AMOUNT OF 4.
UNFAIR IF YOU DON'T GIVE ME SATISFACTION I WILL CANCEL THE PURCHASE ON THE AMERICAN FRAUD CARD"
932852dc6b3cea76f4f60c176d85809b,"veio no prazo certo, porém o produto estava trincado.",2017-08-22,"Came on time, but the product was cracked."
32f5c7212af652c339ee1e4a78e057f6,"Pessoalmente é mais bonito do q na imagem, chegou antes do prazo, baratheon arrasa como sempre!!!",2017-12-29,"Personally it is more beautiful than in the image, it arrives before the deadline, baratheon rocks as always !!!"
df80571bc090c3706df6b298146dffd2,Tudo funcionou perfeito.,2017-12-28,Everything worked perfect.
281c753d171e950f6a91dc41208766fe,Produto muito bom e chegou bem antes do prazo determinado ameii super recomendo,2017-08-22,"Very good product and arrived well before the specified deadline, I love it, I highly recommend it"
569b5bdd25ae4c13d6d688e17e34293e,"Ótimo produto ... Entrega no prazo correto recomendo a loja está de parabéns...
",2018-04-07,"Great product... Delivery on time, I recommend the store, congratulations..."
9ce6ef6c510dd6e9fe86ac71aa5802fb,Meu ponto de vista o produto é muito bom ele realmente faz o que diz ele retira todos os pelos do local aplicado não irrita a pele deixou a pele macia.. Recomendo o produto muito bom compensa comprar.,2018-04-19,My point of view the product is very good it really does what it says it removes all the hair from the applied area it does not irritate the skin it left the skin soft .. I recommend the product very good it is worth buy
491472678e67595e9e7f38694883c793,"Recebi o produto em excelente condição e recebi o produto bem antes do prazo estimado ! Em um dia útil o produto foi entregue :) Obrigada,",2017-08-09,"I received the product in excellent condition and I received the product well before the estimated time! In one business day the product was delivered :) Thank you,"
43051c970037d97b9b8865bbb0b983ee,O produto nao e original nao fala se e replica ou original...comprei na certeza achando que seria..relogio nem e aprova dagua..achei que lannister nao trabalhava com esse tipo de mercadoria...,2018-01-26,"The product is not original, it doesn't say if it's a replica or original... I bought it for sure thinking it would be... the watch doesn't even approve of the water... I thought that Lannister didn't work with this type"
f07db014a097bea9fe8a8b66d4e3e531,"Muito bom, recomendo, tudo dentro do prazo!!!",2018-08-01,"Very good, I recommend, everything on time !!!"
6ff8dfca7db730ea452b808a036248ab,Recebi antes do prazo! ameeei *__*,2017-12-12,Received ahead of schedule! I loveeee *__*
30ca86c00c0eedaf6ea08a6261404cc2,Ainda não recomendaria pq não recebi o produto ,2017-09-28,I still would not recommend because I have not received the product
3d547106e52864f3948cb02f57b1b5fc,"Já uso esta pastilha à algum tempo, ótimo produto.",2018-08-09,"I've been using this tablet for some time now, great product."
be9c202ec6162805728dea0e8f74d03f,"Produto muito bem embalado , entregue dentro do prazo.
",2017-09-19,"Product very well packaged, delivered on time."
905849ad59c599c2e93940291e6b9f67,"Recebi o produto em duas etapas, em dias diferenciados, como não tinha sido avisada sobre esta possibilidade, levei um susto, mas ocorreu tudo bem, os produtos chegaram intactos e muito bem embalados.",2017-08-08,"I received the product in two stages, on different days, as I had not been warned about this possibility, I was scared, but everything went well, the products arrived intact and very well packaged."
cedf7442463fb31dddd3f334267a57ec,Recebi metade dos produtos,2018-07-22,I received half of the products
74e364f43d36edb63f7bde162a3c595f,"Parabéns . Chegou antes do prazo ,mercadoria ótima surpreendeu minhas expectativas. Ótima pro dia a dia. ",2017-05-25,"Congratulations . Arrived ahead of schedule, great merchandise exceeded my expectations. Great for everyday."
fc12ebac8e49b9ea5237c8c932bd8cc9,Rápida e segura.,2018-04-11,Fast and secure.
33f7a89948fe047ba1c7850fe3a8ed5f,Produto muito bom ,2018-08-11,Very good product
5e2d9761e1d4309ec8689ca92674aaef,"O produto é de qualidade, e foi entregue super rápido.",2018-01-23,The product is of good quality and was delivered super fast.
c979012c42203970f6604e4c4e2f3694,Absurdo... já acabou o prazo de entrega e o produto nem saiu ainds(a nota fiscal não foi emitida). Agora virou festa: 2 produto q compro e n recebo! o site da stark p mim n é MAIS DE CONFIANÇA!!!!,2017-07-09,Absurd... the delivery deadline is over and the product hasn't even been released yet (the invoice has not been issued). Now it's become a party: 2 products I buy and don't receive! the stark website for me is NOT MORE T
78bce65a726daa67046650d4b35a9a4e,Meu produto não chegou ,2018-03-28,My product did not arrive
838de63eecce7321807f2990b3c9d5a6,"apesar de não gostar do produto que pedi, veio tudocorreto, pena que tive qua passar os controles remotos para frente, não deu certo na minha tv,pois não comprei o original da samsung.",2018-01-24,"despite not liking the product I ordered, everything came correct, too bad I had to move the remote controls to the front, it didn't work on my tv, because I didn't buy the original from samsung."
b2527e9a66f7cad0d6152d6bc8588a45,"Tudo certo com o produto e entrega.
Entrega realizada antes do prazo previsto!!!",2018-08-15,"Everything ok with the product and delivery.
Delivery made before the estimated time!!!"
