x,y,cluster,sentiment,topic_proxy,review_id,review_text
0.43840796,0.24854705,1,Positive,product,0c4619cf51f22f9b8d1510e54baa4c19,produto excelente recomendo
0.44079578,0.24812716,1,Positive,product,860c419b84ba0935e5bda31304373a3b,produto maravilhoso recomendo
-0.16470265,0.14444631,0,Negative,delivery,a34ba33faede53b2060490a1439bf425,data prevista para entrega estamos com urgência desse produto e nada
-0.352957,0.20113137,3,Neutral,delivery,2d4a62bdd62489593760f4197a56848f,o produto chegou porem a embalagem estava aberta e em um dos braços da cadeira o encaixa do parafuso estava quebrado fora isso o prazo de entrega foi bom
0.4525205,0.20776868,1,Positive,product,aec2589c3bd0f7650eefb0db765e2c37,o produto é muito bom
-0.40494663,-0.040628754,2,Negative,other,0c00b49ad1bb7f2e243c9d42eac2dc08,não recebi até agora a mercadoria
-0.030503988,0.066426,4,Positive,other,be79625da8ffa75a00b9a90116787aa4,loja entregou antes do esperado
0.23807041,-0.05744841,4,Positive,other,a25d460bc81393a795dd32b3e7bf207b,adoro comprar na loja
0.12627025,0.37897304,6,Neutral,delivery,50159be3324818783d2662534eb31484,o produto é bom a entrega é rapida mas frete muito caro
0.35360253,-0.45640412,5,Positive,delivery,ca2c0ff5ed267bbf35e45b952067fd6c,dentro do prazo e em perfeito estado gostei
-0.3993523,0.21983469,2,Positive,product,db9001747f6578812d6d1fcfedba49ae,loja confiavel mas ainda não recebi o produto
0.05014938,0.22824788,4,Positive,delivery,f2ef17ea539f3da77a01144db79e3d0b,a compra foi feita e entregue no prazo recomendo a loja e o site da lannister
-0.30352157,0.08128201,2,Negative,product,f50897c4d20c2a6b268582720e56a01a,preciso receber esse produto deve ter sido entregue a outra pessoa
0.14955421,-0.006078452,4,Positive,delivery,cec72a03fb5965b2a74c15b9b328e79c,linda mochila e entrega rápida
0.26466495,0.0012917593,4,Positive,other,a53bd8ba9c9634b500a0085714b18bc5,recomendo a compra
-0.2725827,-0.09489614,0,Negative,delivery,d7542f52395d4a2e58e931fe8eff53c8,não cumpriu o prazo de entrega já se passaram dois dias do combinado
0.3263169,0.19036469,1,Positive,product,5f9956641ae672f6d2a4001f660f114b,recomendo o produto
0.21281402,-0.18710136,5,Positive,delivery,c26d26ef5400382d47efb066b192e00e,garrafa e linda y ven copinhos valeu pena chegou antes do prazo previsto ame super recomendo
0.25141644,0.18185005,1,Positive,product,65ba96e524ad4b7f929b16e64fb7fd0b,o produto é ótimo meu sobrinho adorou todas as ferramentas são funcionais e a bancada da altura certa vale a pena
0.37213314,0.1527996,1,Positive,product,8ee741e7b81e3de17396b39e520fef84,a empresa prestou ótima assistência o produto chegou em ótimo estado
-0.30238628,-0.09463768,3,Positive,other,f2625714a147f2377d6f1c214b666bcd,somente um adentro o terminal do carregador não é compatível com as tomadas de uso atualmente sendo necessário um adaptador solicito que encaminhe um conector compatível abraços
-0.42151344,0.3283343,3,Negative,product,48d11bf3ae64fd9629f1f3bcafccf012,o produto nao vem na embalagem origiaal e simplismente foi colocado uma gota de uma base qualquer em um tubinho de plastico que nao é a original simplesmente anuncio verdadeiramente enganacao
-0.23247875,0.14370772,2,Negative,delivery,248a0f310a227d8888a0daa0d85e7b20,a compra foi feita em e previsão de entrega era estamos no dia e até agora nada esquema de entrega dessa loja é um fracasso
0.22480144,-0.38839585,0,Positive,other,c10e84915936a3d519ccaf4205da27a6,chegou muito rápido
-0.1078414,-0.18537426,0,Negative,product,f2395ab617ccf04f0c89abfd9f0334b1,minha avaliação ta sendo esta pq aqui aparece q recebi o produto e ainda não chegou em casa por favor queria saber o q está acontecendo atenciosamente juliana
-0.06765206,0.04344376,3,Negative,other,699013a9a3324862ca1aa07c89679f75,material inferior ao que demonstrava na imagem
0.083749086,0.13322502,4,Neutral,product,c0768e26a52bd7869ab941e5bfef9a14,foi uma compra que chegou antes da data marcada gostei do produto e recomendo
-0.45656735,-0.27204308,2,Negative,delivery,637bcba6669f1b87fa078c4caf8fd6bc,comprei uma coisa e me entregaram outra e não consigo fazer a troca e não consigo falar com a central
0.23224549,-0.06278601,4,Positive,other,b1f3eb5c41b4bbc10bc56c31e0b0ba71,parabéns a está empresa então site lannister com br obrigado
0.28586495,-0.051268496,5,Positive,product,dc8bc6bf3ebc4653256c65f130a6d612,gostei muito do produto
0.15628727,-0.329686,0,Positive,delivery,bd18a1f51bf6a86608ffcbb27b30d81f,chegou correto e antes do prazo
0.31043053,0.28200406,6,Positive,delivery,c10020f3c375b6436c06fd102ffabcc5,ótimo produto e prazo de entrega
-0.52929986,-0.010453843,3,Negative,product,2f201160fa27acdc572cc769f797a9ef,apenas a caixa do produto veio avariada
0.352014,0.2854743,1,Positive,delivery,7351d3268d18dc6f50e0c33dc80f7ff0,sempre compro pela baratheon e recomendo ótimos produtos e entrega rapida
-0.5359759,-0.22227201,2,Negative,other,bbc9ad3de2911ece9a362ba234f6003b,mais de mês que comprei e não tive nenhum retorno
-0.34247917,-0.09598029,3,Neutral,product,5b84de92df997c614e5dbb2165bc0eee,bem nao fiquei muito satisfeita porque comprei errado nao queria lençol de solteiro para berço e sim lençol de solteiro o pano dos lençois nao é de boa qualidade
0.31890953,-0.089136854,5,Positive,other,691061fb232d6a7d464ad232d5405945,muito boa reforçada como de costume chegou bem antes do previsto muito satisfeita
-0.37419975,0.027565561,3,Neutral,product,d3528a742597c34852a6a0b3883f8686,produto muito ruim não da nem para ver a hora direito porque o numero são tao pequeno quase não da para enxegar direit
-0.41544908,0.009951942,2,Positive,product,f8fa4e3bb3c15ef8e9c30e8b553519b8,comprei o produto no dia seguinte recebi um e mail do stark dizendo para eu tentar novamente com outro cartão fiz a compra e a compra saiu em duplicata pedi o cancelamento desse
0.2908829,-0.07884416,0,Positive,delivery,924a33c29c843f951fe214b8c960dd41,entrega sempre rápida e certa
-0.010661468,0.4111142,6,Positive,delivery,63d4cd537ea1c0c80afcad5438727f8b,produto entregue dentro do prazo
-0.5319347,-0.043748774,2,Positive,delivery,85074a7aadde42878b6d85dc590beef9,durante o transporte o correio informou que o produto havia se perdido mandei um e mail para a empresa e não me deram resposta mas o produto chegou na minha residência depois de alguns dias
0.2702694,-0.08359414,1,Positive,other,a4e7d6a1260c131f9b82932b6e1870ff,celular muito bom gostei bem rápido e super leve eu recomendo
0.35058045,-0.19350144,5,Positive,support,639d737f089c8db7b4f3fad9bc0063e6,parabéns pela presteza no atendimento
0.24133761,0.37692848,6,Positive,delivery,5e88454903e8e5dff1302a1703749aea,bom produto entrega no prazo
-0.4497732,-0.13376667,3,Negative,other,0cc9da433213284bb152e91708370c07,a tampa ficou pequena e não cobriu todo o cooktoop
-0.11640823,0.15275356,3,Neutral,product,ece44df455b15847aedad31b545a5200,na foto está bolsa parece maior mas pessoalmente é muito pequenininha porém a qualidade do material parece ser boa e resistente é bonitinha
0.33511353,0.28392562,1,Positive,product,ba00672e913ce14547c103153135a83b,produto de otima qualidade chegou rapido
0.15516888,-0.13962859,0,Negative,delivery,d04bfe3b90e5436b03b65e86d8b6e62d,apesar da demora na entrega no mais foi tudo bem
-0.11369677,0.33645657,3,Neutral,product,f9b97244553ff5700af0a0a5f6551bed,produto com características de fragilidade
-0.041046098,-0.025031231,3,Negative,product,9d8bb938630baaf7c30146d64ef4acbd,produto na propaganda e um do que chegou e outro
-0.36272752,0.16529155,3,Negative,product,878aacaa11885a2d9622106965a1013d,cartucho hp colorido não funciona impressora não reconhece como hp solicito instruções para devolução do produto e do dinheiro já pago no reclame aqui tem varias queixas de produtos da targaryen
-0.51421225,0.0626012,2,Negative,product,52c58b112be6091c59eaea5e5342c6ac,não recebi o produto e por isso sem condições de avaliação
-0.033170074,0.10698276,0,Positive,delivery,5916aa36ba691b7414bad28e12bdef9b,material entregue no prazo
-0.35679966,-0.24250078,3,Negative,other,1e972e14bb9d496fef92eddd3dce4cef,eu pedi dois kit e só chegou apenas um o outro não chegou
-0.37109005,-0.17009947,2,Positive,delivery,ab6a139dd94938e4e0def516f256a124,ainda não o testei mas chegou antes do prazo previsto
0.21433027,0.31439367,6,Positive,delivery,6509f56d1354471e5ad533be3d1bb544,foi excelente entregou o produto antes do prazo determinado
-0.2740633,-0.055043004,3,Negative,other,442073e0e9c6cbdd830262e6e4d9e811,não foi entregue a chupeta veio apenas o esterilizador a vapor para microondas philips avent
0.32287854,0.21082726,1,Positive,delivery,c622383e20878743eb58bc1ed4444657,lindo o kit entrega rápida recomendo
0.27633005,-0.039325923,1,Positive,other,ddc759e1ad3f1b49030ab3b319e630f6,já instalei e já está funcionando perfeitamente
-0.2428845,0.17063561,2,Negative,product,97a1e24c2ae1fa7f655f817c0010cf8b,indo para meses da compra e até agora nada do produto simplesmente péssimo não recomendo
0.45613468,-0.12473601,5,Positive,product,597fdf5941886030050d9b55218a7298,adorei o produto muito bom
-0.110287696,0.037116818,4,Positive,delivery,24f56e9a76350f8a83de02d39d05c11a,pedido entregue antes do prazo voltarei a comprar nessa loja
0.42368323,0.23038515,1,Positive,delivery,f875921b5f50d5b3b68f6b9a9beaae59,chegou dentro do prazo e produto de ótima qualidade
0.1593016,0.020788632,6,Positive,product,9c30fcc65ccf1fd3800a69e3e0280699,meu produto chegou correto
0.40004987,-0.005299568,1,Positive,product,0f939963c4fb3ffe911dfa9ad81bb4ae,amei o produto é lindo muito bem feito chegou bem rápido
-0.48223472,-0.056069065,2,Negative,other,502c36f56069796a9dd3ec4b29a3f96a,o cabo não funcionou em nenhum dos meus dispositivos mesmo confirmando a compatibilidae
0.2359382,0.23070374,4,Positive,other,5bfab930e0c40d84276aeaa3c99455c3,recomendo a loja por sua rapidez e eficiência
0.15908416,-0.014971018,4,Positive,other,8471ae8ca269a22195387af8742febbe,é um bom fornecedor nada a reclamar
0.4023518,0.30719748,1,Positive,product,e0f14df5599537314f2fb90d3102a3d6,produto recomendável
-0.1459998,-0.345929,0,Neutral,delivery,300922ed651d4e16c7b9fc97435b1a10,demorou no correio para entregar
0.2294602,0.06976911,6,Positive,product,653ba0acdd44d5817cece9edb11262b8,recebi o produto em bom estado e antes do esperado
0.33596134,0.051216416,4,Positive,support,050dc4d6c3121ff334c4958e2169cef8,atendimento perfeito dando garantia ao cliente
0.07434304,0.21431062,6,Positive,delivery,36837ea9abaeedad88f43e44562a224f,o produto chegou dentro do prazo
0.15704472,0.26803094,6,Positive,other,36786ebb2e5295d485f126528150b942,tudo certíssimo objeto certo no tempo previsto e com preço adequado
-0.42246103,-0.06390044,3,Negative,product,bb4a561e5a9730782a4c78008856a3d1,comprei três cabos usb macho e femea cada um com m dois vieram com defeitos o windows não o reconhece
0.27856857,-0.082079455,5,Positive,product,625a7cffd11d2c81dbf23c8c0b5425de,gostei do produto
0.14892091,0.2027596,4,Positive,other,d5bd59cf4cc15e644a77ab1b1c0b0606,trata se de empresa renomada portanto isso é uma das virtudes desta empresa pelo grau de confiabilidade e honestidade recomendo a todos que interessarem que podem fazer compras através desse site
0.009658746,-0.17745255,0,Positive,delivery,a4ced8fac2c1bc87de9d12aa360e27ef,recebi em tempo recorde previsão de entrega era e chegou no dia
0.31630915,-0.16127591,5,Positive,support,27d6c9d3b97d2903e6d3972d88cd21a7,bom atendimento bom retorno bom serviço
0.41412395,0.079035245,1,Positive,delivery,ef085510de47b0a5474e8157458c8d5c,muito bom aparelho e ótima entrega
-0.48163736,0.23254997,2,Negative,product,c888e9da2845d8f0ec5d682e050205aa,o produto nao poder ser avaliado ainda nao recebi
0.2010083,-0.17963158,5,Positive,product,82b107a13d3a3593f7895ae91e22ef4f,bom produto a minha princesa aprovou
0.31914705,-0.21478127,4,Positive,other,3c0a75a2772c0644eadf7fb35e34f635,amo comprar nas lojas lannister parabéns estou satisfeita obrigada por tudo bjks ficam com deus
0.025470033,-0.22336778,0,Positive,delivery,3d6f9450bf846dc09336d14c95fd86ad,entregue antes do prazo
0.19924082,0.020642035,4,Positive,product,509dcafaeae00d95a643eeafc89856d4,chegou super rapio o produto eh excelente vou comprar mais pra dar de presentes
0.060306475,-0.16846968,3,Positive,other,efaa822d7e92503776f5949db412eab3,caneca fera do timão mais uma pra coleção
-0.045328707,-0.46791345,5,Neutral,delivery,cc81654642803eb21f0a164e476a9a6f,so achei o preco do frete muito alto
0.16041668,0.08881562,4,Positive,product,636fa56de1f679489dfa885b0675b8d0,se vcs veem meu cad só ver compras baratheon eu deveria ganhar um premio além de comprar pra mim recomendo e ainda compro para os outros q me pedem compro pq acho os produtos maravilhoso grata elz
-0.37953776,0.046985738,3,Negative,product,9e3ef52c33d9bb0445f0bddb3df4b1ea,comprei produtos sendo que só recebi faltou um lençol branco sem elástico foi quase r e como eu fico no prejuizo
-0.27670142,-0.1300573,2,Positive,delivery,369ac7d29d92e2fdd6ea167f74455dee,entrega super no prazo só não usei ainda
0.3998559,0.2591165,1,Positive,delivery,ecd9b909941ec890e105ddf26cb8acf1,entrega super rápida e produto excelente
-0.021477468,0.03790965,4,Negative,delivery,7daf685460afab41f5471d7d385074ea,estou aguardando posicionamento da loja sobre a entrega
0.33237016,-0.1286034,5,Positive,other,2cac90028ecd6155aa340e75c08250e6,bom é confiável
-0.08828993,0.29872474,3,Negative,product,3220c1b08c9260ef41390289753544e2,o produto comprado foi mbp o fornecido foi mpb s
-0.47605634,0.1402637,2,Negative,product,17c5d7d1fa819380440cd2775eaf1133,o produto que eu comprei não foi entregue já reclamei e ainda não obtive resposta
0.20393454,0.1048936,1,Positive,product,bc387658d6437dd9ddca220029690080,gostei muito cores lindas o produto vem em madeira leve e parece que é um material tipo contact leve como uma placa mas muito bonito
-0.3334878,0.026842274,2,Negative,product,abde3bf65e209ac8c635eaa8734a92d2,produto péssimo com emblema de ponta cabeça invertido e contém avaria já fiz contato com a loja através do e mail e ninguém respondeu quero meu dinheiro de volta assim como instruções sobre com
-0.075772196,-0.32105562,5,Positive,product,4ba3541e47a2b1d05b3b54ccf81bca69,gostei do fone pois tem uma boa qualidade som fiquei algumas horas ou h com ele conectado celular e nada de pedir pra carregar ainda não testei o radio mas acredito que esta ok
-0.5273072,0.1296804,2,Negative,product,ee4e8f9fd8213819903417595a9f9c04,quando fui comprar o produto dizia que havia em estoque quando comprei o produto ficou pendente pq não havia mais no estoque porém foi descontado do meu cartão
0.2362002,-0.10305018,5,Positive,other,bcd5f93b6b881f019a6acadcb39baae1,tapete muito bonito
-0.09698828,-0.2708027,3,Negative,other,418e343cb83ada7758da2d5657e15ce2,comprei o iso x e recebi o nitro hard
-0.49632555,0.055543177,2,Negative,product,adb52c0320e580d130cfce699d69c8ad,não recebi o produto é a loja não respondeu nenhuma das minhas reclamações ou duvidas
0.29438484,0.027357243,4,Positive,other,8b09b095a3e9967a6d051de916aa8c8a,loja maravilhosa
0.17463459,0.086246274,4,Positive,other,cbb42226e710cb0c55821f3d0744bfe5,já compro na loja já a muito tempo eu recomendo
-0.30171204,-0.4049551,3,Negative,other,e7b22b33f3399ab9106214f86e5edf6d,eu não recebi minha cortina ainda
-0.04437326,-0.24846688,0,Positive,delivery,52036c75532f45811c3cb4cd01b974a4,recebin antes do prazo ainda esse ano vou compa de novo com vcs
-0.087933205,-0.24462575,0,Positive,other,beafcce1e5f8335b5674e99f85e42b22,estou esperando a segunda parte da encomenda só recebi uma parte do pedido continuo no aguardo obrigada
0.45640427,0.16263747,1,Positive,product,229ffd6298963992d75b74203d634e9b,muito bom produto
0.106288925,0.021210156,1,Positive,delivery,985234d8c4cf3b005fd5dee7b4e01cce,otimos produtos otima entrega só elogios
0.21010388,0.030956663,4,Positive,other,27ee3ed83aa2e944fe7a148aeb20059d,recomendo a compra nessa loja
0.25574923,-0.4029639,5,Positive,delivery,13ae0fe1b17140d0f854ba6ea4fb87e5,eu gostei muito que entregaram antes do prazo e deu tudo certo
0.55111355,-0.33806357,5,Positive,other,c0e9d6955c472cffa14f031b35ea1466,super recomendo
0.55111355,-0.33806357,5,Positive,other,241f4183343d4770305a5a15942e172c,super recomendo
0.28326535,0.039697208,1,Positive,price,8a10e42c5fe768bbfd70c48746ff5e26,achei ótimo só achei o tecido misto fino mas no geral é bom custo benefício
0.13688189,0.16298613,4,Negative,delivery,2835986fb61a9e646a7d2c79155ebdfa,preço bom entrega no prazo
-0.38733786,0.015389629,2,Negative,delivery,9b85b90c837dc4bb8ebc3bc62e2f86ab,tentei obter uma resposta sobre o atraso de meu pedido diretamente com o fornecedor e não obtive resposta precisei entrar em contato com a lannister para intrrmediar isso
-0.28921464,0.07328036,3,Negative,product,992119ef0f9cf599af33796269feb344,a caixa veio bem amassada parecia um produto usado um dos dvds chegou com a caixa quebrada a borda os outros vieram lacrados mas tinha um brinde
-0.3623588,0.12979668,2,Positive,product,c25906108a52ed525237765610fddc65,ainda não testei o produto
0.049262986,0.28110728,6,Positive,product,c000355ec678b0ebac410760c63464bd,produto veio no tempo esperado
-0.2772752,0.016834281,3,Negative,product,a9060f20a024434c1f97346a09b3cbd8,comprei uma pelúcia do creeper minecraft e a qualidade é de loja de quando se liga para o sac não se consegue falar com ninguém
-0.35421634,-0.002179645,2,Negative,delivery,3048ab17e39285ed6f995b5dcd0e74db,comprei cartuchos recebi apenas unidades após o prazo de entrega e ate hoje estou tentando entrar em contato para uma solução mas sem sucesso
-0.507445,0.059713863,2,Negative,product,89ca32f678121dc844cafc2b4b2c73a2,não recebi até hoje o produto depois de mais de meses da compra
0.25869077,0.011952795,4,Positive,other,544f8ad1928f4048c3c57c1251b9b6b2,bom compraria de novo
0.36045045,-0.094221115,4,Positive,price,1e97444c4315434e4608be848eec5ae8,sou cliente baratheon adorooooooo e realmente recomendo
-0.066920124,-0.42803505,5,Negative,other,3ee73291305a46b3000317df81f7c1d6,falta de respeito resumi meus sentimentos em relação a vcs
0.3583284,0.24920425,1,Neutral,product,395ca668459a789b3f478ac8cedf7acb,produto aparentemente bom
-0.5662702,-0.012375556,2,Negative,product,2063f2d670fb93e74e2a2bc3b7cad22f,simplesmente não recebi o produto
0.33364463,-0.229036,5,Positive,other,aebe50e9cd7883b41008f447b45b6826,gostei muito recomento todos comprar
-0.33671463,-0.19154996,2,Negative,other,891594fb1418c12f23a9578b7dc1e486,comprei dois pendentes quando fui fazer a retirada nos correios só tinha um estou aguardado uma posição da empresa
-0.06330252,0.10029089,3,Positive,product,23e547124847246e2b9ef0cce0a9c192,o produto é bom de memory foam coube o meu macbook air de com um pouquinho de folga o bolso externo é bem espaçoso e cabe com tranquilidade o cabo de alimentação do notebook é à prova d água
-0.368257,-0.019539818,2,Negative,product,5e6c27a29de89c891347e85145412555,produto está até hoje na unidade do correio em cajamar e não chegou em minha casa estraviou
0.3724475,-0.33069924,5,Positive,other,36031aae168d86effc41b5cc9efe046b,os quadros são lindos bem acabados amei
-0.3384235,0.29018363,2,Negative,product,0ccfc62cda902e61bf8dcbc81f24086b,produto não foi entregue
-0.20579892,-0.22985834,3,Negative,other,f36b99ffbceabeb3a52181492353ee4b,falta receber o protetor de porta e os jogos de cama de solteiro
0.34320855,-0.5092033,5,Positive,other,b4703efbbe55824f6f4dc1d3b86f08c0,tudo em cima obrigada
-0.5240957,-0.015999839,2,Negative,product,85f9a04db605bd716375229d4c928e6c,não veio o produto correto que solicitei
0.29247612,0.39873686,1,Neutral,product,385a950b97d99b4f95d6196ef8b4f1c8,produto de qualidade
-0.41351694,0.24680617,2,Negative,product,6f0fb3ef4a80f221b3b12b10dbf9bed6,recebi produto diferente do que comprei abri reclamação tem dias e continuo aguardando solução
0.13499428,-0.2808477,0,Positive,other,af27bda90c8321725d64e8d2baae8d64,chegou antes do tempo previsto lindo e perfeito o relógio minha amiga decretação adotar
-0.49046987,0.016598783,3,Negative,product,0b6f2f6cac537d5db8e3eb69bc6f976f,meu produtos veio errado
-0.2464564,0.27210292,3,Negative,product,95f6091632c358022c75d7c6e0e3b232,produto incompleto
-0.30438152,0.17768922,2,Negative,delivery,c2ebd8b250a674b84a0024b057761c73,minha encomenda chegou antes do prazo estipulado porém o produto veio em desacordo com o pedido ao invés de vir um cartucho pg preto e um cartuchu pg color vieram os doi pg preto e ag
-0.46902746,0.18165025,2,Positive,product,7be47748bfa279a70d8a4e6ade49d4d9,foi tudo muito rápido a compra o pagamento e a chegada só faltou o próximo produto o que deixaram a desejar foi que eu comprei pelo site porém asessei na loja e o vendedor não me explicou
0.16157903,0.28272307,4,Positive,delivery,94151614bd1d3cf4b35c8683231d893f,entregas corretas antes do prazo estimado melhor preço da internet amo comprar com as lannister tanto no site quanto as lojas fisicas sempre tem promoções muito obrigada muito satisfeita
0.24470408,0.118072145,4,Positive,delivery,26cc49cf55cc65eea31170d7f6c0094f,entrega no prazo produto de qualidade minhas filhas amaram parabéns pra loja
0.1561595,0.40454778,6,Positive,delivery,aed06ff36b4e1ceb2805b2c31fe28c2f,produto dentro dos conformes e entrega rápida
0.24019726,0.42067322,6,Positive,delivery,63d14126067cceb5ba10e42ed2ccf254,entrega no prazo produto de qualidade preço justo recomendo
0.08682397,0.0020069554,1,Positive,product,f179f37ab67273e58097abd9c0cb65a9,produto bom correspondente com as informações fornecidas mas gostei mesmo foi que aentrega fui super rapida apesar de um erro do correio
0.31265885,-0.11001986,0,Positive,other,164007540a0f0e3f7b8bde6886ff06e0,foi encaminhado super rapido bem embalado e tudo certo
-0.16161656,0.17359427,3,Neutral,product,1c7b9ad19f9b7734ab300c4f9e9423af,na descrição do produto é indicado que o mesmo possui tecido superior e inferior de algodão mas na verdade são algodão poliéster propaganda enganosa
-0.45018142,0.16636997,3,Neutral,other,755215ffa9405a185237cc7dce6bab49,arranhador veio com lascas na base por conta de embalagem inadequada sugere se que os próximos sejam enviados em caixa não apenas embalados em papel
0.21547078,0.06294153,1,Positive,product,f66479352b04e33b4009139f5c6fa147,lençol de ótima qualidade cor um pouco mais clara do que na foto
0.17592986,0.428722,6,Positive,delivery,dc65e869fad0ec17d4607548d2a5d131,satisfação total produto qualidade prazo de entrega conforme solicitado e programado
-0.44184536,0.095188476,2,Negative,product,86349933ffb523f45e0be79472cb8144,já solicitei a troca porém até o momento nada enviaram o produto errado e agora informam que a troca não pode ser feita
-0.29749632,-0.29077888,2,Negative,other,df6b9d8caa70496d75d1fc41531ee670,comprei esperei esperei e até agora nada ainda tenho esperança quem sabe houve algum problema que venha a ser resolvido
-0.31286234,-0.03459903,2,Negative,product,9784540fc8cb2ca0cb17bccc8f2faf6f,eu comprei um celular smartphone não chegou não recomendo comprar nesta loja targaryen e lannister porque não chegou meu produto eu comprei está data era pra chegar no dia
0.47786498,0.15879223,1,Positive,product,e347f6d24818ee693963ee51189a6186,produto excelente
0.10345952,0.029411234,6,Positive,delivery,b1b19b6aba8df9aabe830e84fa2ae9ef,chegou dentro do prazo ótima qualidade porém veio um pequeno arranhão mais recomendo
0.1860661,0.29578465,6,Positive,delivery,929b061f52de90cfb76cf8c2c437c91f,entrega no prazo correto e o produto em perfeito estado
0.16352524,0.32362676,6,Positive,delivery,ab061028836dc7b93072f1a6938b1131,recebi o produto antes menos do prazo de entrega produto de ótima qualidade
0.087488756,0.45164308,6,Positive,delivery,03ac26641719d0fd60444c1ad9a67567,produto correto e foi entregue no prazo
0.42963535,0.17214271,1,Neutral,product,638d5de8604d1966453f807fcedd32dc,o produto é muito bom eu recomendaria si
-0.46570677,0.018845908,3,Negative,product,4a9afdea5368328d6e1037878ee69d64,o problema não é com a loja mais sim com o produto tem que deixar carregando o dia inteiro pra ouvir meia hora de música e não funciona enquanto carrega desliga sozinho
0.02903764,-0.11346182,3,Positive,other,0a91c21fbb9e7cced9eee0101233c183,chegou muito rápido pelo preço é bom só as pontas de massagem que achei um pouco fracas mas se tiver cuidado dura
-0.2760263,-0.2070902,3,Positive,other,f19f1775490da521b892e4b358aa4dc1,sem nenhuma ocorrência tudo dentro do programado
0.02346836,-0.1050652,0,Positive,delivery,c36a7249389c397a3e272d29b6f3ad6f,da forma descrita chegou bem antes do prazo
0.2817294,0.15333423,4,Positive,other,ce1ed494f50d32d80de49688bdda8adb,muito bom já tinha comprado antes e recomendo por ser um site seguro e com maior satisfação aos seus clientes
-0.052820094,0.1055752,6,Positive,delivery,9961ebb572cd3a654227c6c484fdecd4,gostei muito fiquei na dúvida no começo mas agora compro novamente e recomendo produto entregue antes do prazo
-0.26056653,0.20047054,6,Negative,delivery,2a1993cf1867bbfc58d8a8d8db314408,deveria melhorar o prazo demora muito tempo para entregar a mercadoria o produto permaneceu alguns dias parado e já podia ter sido encaminhado
-0.4225917,-0.46945933,2,Positive,other,bdbc93864bdba13f559a752a0ad94b79,não obtive retorno até o momento
-0.35490364,0.19624731,3,Neutral,other,2c319830d0849a9f24ba45c364bec424,material entregue em um pacote de papel kraft recebi a mercadoria com o pacote todo aberto e rasgado este tipo de empacotamento nao é recomendado pelos correios
-0.041771717,-0.30601105,0,Positive,delivery,4ead38051a0b67663323b2e55a6b4e1b,só tive problema com correios embora chegou no prazo mas era pra te chegado bem antes falando do produto tô muito satisfeito superou minhaa expectativa targaryen baratheon tão de parabéns
0.42156893,0.031917624,1,Positive,product,6754ae78f9c749855f7048389e4eae18,excelente produto muito lindo amei
0.19857942,0.08213001,6,Positive,delivery,9aa258a3e8db6b6b25585d995b947534,amei o produto entrega bem antes da data prevista
0.117267445,0.04351882,4,Positive,delivery,974a0b4a3b6493b26c3d3e85230cf22f,tudo certo com a compra e entrega
0.08343451,0.039341338,6,Neutral,product,b9b1c0b4c2ea449c28bf270a84d2b86d,recebi o produto corretamente
0.40179092,0.09037351,1,Positive,delivery,061bc0c7c72d8e00f27eb8bb6ef532ed,entrega super rápida recomendo
0.4663223,0.15545598,1,Positive,product,5412b53db0f5ccad96fe761b14d8e08d,excelente produto
0.2906636,0.119329564,0,Positive,delivery,a96e2b052fa811cad8e561b5ecea0c93,excelente atendimento e rapidez na execução da entrega
0.50100523,0.12658373,1,Positive,product,ce9f0c5403f3431ee2d69e7b75c58d3a,ótimo produto super recomendo
-0.13380165,0.19170603,6,Negative,delivery,02888ff454c764d781939ef65355e5a4,produto em atraso
0.40430957,0.008702375,1,Positive,other,34bfdda051bc96342e92eb9db35790d1,muito boa rápida e eficiente
0.26886922,0.31227797,1,Positive,delivery,750764dfdedd84565abdcbd9d8885ec9,produto muito bonito de excelente qualidade e o melhor recebi muito antes do prazo estabelecido
-0.043273352,-0.037306763,4,Positive,delivery,487891d45486c84f3f7b73e9f80ab3b2,eu compro de tudo pelo stark nunca precisei trocar nada sempre chega antes e certinho amo comprar no stark e nas lojas que entregam por eles tbm
0.07203384,-0.53554356,0,Positive,other,300007b6568673e5e748717494d355e1,estou aguardando espero que chegue logo
0.22565837,-0.4152347,5,Positive,delivery,1aaccb84a4591894bdc40d72bb30880b,veio tranquilo dentro do prazo recomendo
0.02370365,-0.23035254,0,Positive,other,e3648e7221e74338c6ebba181d2ad9bc,lannister nota dez
-0.4495207,-0.1726781,3,Neutral,refund,992f356a637d6a9e7d77651b5ae85e16,a capa que eu escolhi não foi a que eu tinha comprado mas como deu certo no meu sofá e imaginei que fosse dar muito trabalho pra trocar fiquei com a errada mesmo é a primeira vez que isso acontece
0.10790996,0.14448944,4,Positive,product,1397863386a165b4cefef5ad335bea97,fiquei muito feliz com minha compra os produtos chegaram bem antes da data prevista fiquei até surpresa mercadoria bem embalada e tudo certinho amei e super recomendo
0.45252055,0.20776871,1,Positive,product,6f50998d2fb06f95b7faaa0a1c7c837a,produto muito bom
0.21829258,0.061771683,1,Positive,product,368e44dc9284b3a824be181ba5385dfe,no mostroario e um e o produto e outro
-0.3646816,-0.06810785,3,Negative,product,2c9aede258bfe12708c681efce41aecf,o relógio está com defeito onde efetuo a troca do mesmo ou seu reparo
-0.23521757,-0.20981818,3,Positive,other,1168899d52a7650323a1746815f2e01c,achei meio fraco mas conforme descrito vai servir para o q foi proposto
